user_id,sku_id
200275,0
200674,0
200700,0
200913,0
200938,0
201092,0
201200,0
201245,0
201350,0
201393,0
201398,0
201477,0
202079,0
202155,0
202183,0
202595,0
202597,0
202640,0
202657,0
202755,0
202960,0
202984,0
203073,0
203138,0
203221,0
203321,0
203395,0
203510,0
203534,0
203545,0
203552,0
203644,0
203713,0
203751,0
203946,0
203984,0
203988,0
204132,0
204160,0
204283,0
204424,0
204643,0
204807,0
204845,0
204861,0
204989,0
205092,0
205255,0
205399,0
205428,0
205732,0
206046,0
206140,0
206190,0
206208,0
206282,0
206300,0
206318,0
206344,0
206472,0
206500,0
206514,0
206516,0
206523,0
206562,0
206609,0
206696,0
206731,0
206756,0
206758,0
206791,0
206855,0
206860,0
206873,0
206881,0
206935,0
206937,0
207148,0
207358,0
207371,0
207384,0
207455,0
207505,0
207511,0
207889,0
208003,0
208029,0
208048,0
208067,0
208193,0
208240,0
208246,0
208287,0
208289,0
208302,0
208386,0
208443,0
208527,0
208577,0
208581,0
208626,0
208665,0
208673,0
208746,0
208840,0
208848,0
208849,0
208886,0
209071,0
209077,0
209107,0
209200,0
209244,0
209413,0
209434,0
209445,0
209514,0
209526,0
209552,0
209654,0
209655,0
209734,0
209784,0
210109,0
210128,0
210196,0
210541,0
210546,0
210628,0
210639,0
210664,0
210689,0
210768,0
210770,0
210857,0
210904,0
210988,0
211044,0
211122,0
211285,0
211500,0
211580,0
211586,0
211594,0
211721,0
211857,0
211875,0
211902,0
211955,0
211968,0
212001,0
212051,0
212063,0
212090,0
212100,0
212140,0
212190,0
212208,0
212293,0
212414,0
212440,0
212484,0
212687,0
212702,0
212746,0
212759,0
212795,0
212830,0
212859,0
212886,0
212894,0
212906,0
212955,0
213005,0
213031,0
213032,0
213066,0
213219,0
213238,0
213388,0
213405,0
213426,0
213581,0
213594,0
213670,0
213708,0
213819,0
214029,0
214240,0
214249,0
214289,0
214316,0
214317,0
214329,0
214331,0
214368,0
214372,0
214390,0
214411,0
214426,0
214468,0
214512,0
214539,0
214633,0
214690,0
214718,0
214787,0
214898,0
214927,0
214949,0
214974,0
215034,0
215147,0
215174,0
215215,0
215349,0
215400,0
215404,0
215480,0
215544,0
215647,0
215703,0
215804,0
215858,0
215926,0
215951,0
216079,0
216162,0
216216,0
216229,0
216256,0
216366,0
216373,0
216395,0
216399,0
216454,0
216478,0
216551,0
216561,0
216662,0
216668,0
216687,0
216796,0
216822,0
216844,0
216903,0
216993,0
217044,0
217082,0
217089,0
217133,0
217142,0
217231,0
217236,0
217304,0
217347,0
217349,0
217357,0
217363,0
217365,0
217411,0
217525,0
217540,0
217572,0
217713,0
217716,0
217734,0
217780,0
217793,0
217796,0
218118,0
218130,0
218178,0
218213,0
218276,0
218302,0
218351,0
218373,0
218396,0
218418,0
218522,0
218536,0
218579,0
218666,0
218682,0
218831,0
218857,0
218872,0
218942,0
219042,0
219057,0
219090,0
219124,0
219125,0
219161,0
219205,0
219348,0
219354,0
219543,0
219559,0
219578,0
219645,0
219655,0
219716,0
219754,0
219856,0
219881,0
219893,0
220208,0
220224,0
220297,0
220318,0
220393,0
220491,0
220636,0
220866,0
220937,0
220960,0
221004,0
221037,0
221058,0
221088,0
221103,0
221195,0
221446,0
221455,0
221469,0
221490,0
221591,0
221618,0
221629,0
221641,0
221980,0
222095,0
222119,0
222132,0
222179,0
222193,0
222214,0
222306,0
222310,0
222317,0
222345,0
222411,0
222415,0
222453,0
222607,0
222618,0
222806,0
222864,0
222907,0
222970,0
222998,0
223000,0
223014,0
223022,0
223033,0
223053,0
223061,0
223146,0
223152,0
223174,0
223270,0
223296,0
223317,0
223383,0
223409,0
223457,0
223500,0
223535,0
223578,0
223617,0
223734,0
223800,0
223874,0
223887,0
224024,0
224160,0
224181,0
224199,0
224205,0
224285,0
224387,0
224436,0
224652,0
224706,0
224717,0
224733,0
224879,0
224906,0
224966,0
224969,0
225041,0
225088,0
225133,0
225141,0
225174,0
225297,0
225312,0
225353,0
225371,0
225471,0
225526,0
225615,0
225660,0
225663,0
225777,0
225813,0
225971,0
226039,0
226131,0
226195,0
226202,0
226216,0
226322,0
226348,0
226359,0
226388,0
226450,0
226469,0
226520,0
226559,0
226590,0
226691,0
226699,0
226784,0
226891,0
226944,0
226949,0
226950,0
226966,0
226997,0
227034,0
227072,0
227171,0
227181,0
227228,0
227248,0
227259,0
227269,0
227281,0
227388,0
227441,0
227600,0
227675,0
227683,0
227756,0
227840,0
227992,0
228123,0
228157,0
228219,0
228340,0
228342,0
228367,0
228374,0
228385,0
228417,0
228530,0
228678,0
228783,0
228790,0
228800,0
228837,0
228841,0
228942,0
229065,0
229073,0
229140,0
229144,0
229203,0
229219,0
229228,0
229272,0
229350,0
229364,0
229520,0
229570,0
229573,0
229627,0
229662,0
229746,0
229793,0
229859,0
229860,0
229906,0
229955,0
230012,0
230141,0
230254,0
230256,0
230308,0
230321,0
230331,0
230436,0
230471,0
230562,0
230571,0
230592,0
230824,0
230840,0
230892,0
230921,0
230925,0
230962,0
231000,0
231154,0
231187,0
231217,0
231237,0
231399,0
231407,0
231418,0
231426,0
231466,0
231490,0
231516,0
231610,0
231659,0
231702,0
231728,0
231740,0
231773,0
231776,0
231860,0
231913,0
232123,0
232255,0
232381,0
232438,0
232461,0
232476,0
232507,0
232565,0
232593,0
232608,0
232624,0
232770,0
232804,0
232827,0
232830,0
232857,0
232887,0
232933,0
232988,0
233029,0
233050,0
233091,0
233097,0
233101,0
233106,0
233389,0
233409,0
233463,0
233727,0
233946,0
233996,0
234039,0
234085,0
234160,0
234186,0
234273,0
234289,0
234315,0
234380,0
234402,0
234450,0
234478,0
234512,0
234590,0
234708,0
234828,0
234855,0
234884,0
234906,0
234917,0
234984,0
235182,0
235270,0
235280,0
235362,0
235522,0
235639,0
235779,0
235791,0
235793,0
235812,0
235814,0
236052,0
236084,0
236097,0
236156,0
236168,0
236198,0
236483,0
236489,0
236493,0
236505,0
236543,0
236573,0
236587,0
236598,0
236604,0
236636,0
236639,0
236693,0
236742,0
236890,0
236899,0
236931,0
237009,0
237036,0
237071,0
237077,0
237089,0
237095,0
237106,0
237114,0
237195,0
237214,0
237292,0
237303,0
237365,0
237431,0
237456,0
237516,0
237640,0
237722,0
237821,0
237845,0
237897,0
237925,0
237933,0
237965,0
237968,0
238004,0
238025,0
238041,0
238043,0
238056,0
238153,0
238177,0
238222,0
238279,0
238281,0
238287,0
238353,0
238368,0
238409,0
238526,0
238543,0
238571,0
238642,0
238656,0
238717,0
238757,0
238792,0
238794,0
238806,0
238888,0
238898,0
238951,0
238953,0
239003,0
239039,0
239066,0
239096,0
239097,0
239119,0
239120,0
239162,0
239163,0
239315,0
239328,0
239422,0
239507,0
239511,0
239528,0
239565,0
239601,0
239685,0
239708,0
239735,0
239805,0
239866,0
239892,0
239934,0
239995,0
240032,0
240054,0
240117,0
240178,0
240223,0
240232,0
240270,0
240347,0
240356,0
240384,0
240484,0
240508,0
240597,0
240785,0
240844,0
240948,0
240970,0
241003,0
241011,0
241034,0
241053,0
241060,0
241091,0
241106,0
241111,0
241185,0
241332,0
241340,0
241346,0
241399,0
241435,0
241478,0
241580,0
241588,0
241591,0
241649,0
241702,0
241759,0
241765,0
241767,0
241801,0
241928,0
241988,0
242121,0
242131,0
242136,0
242369,0
242392,0
242426,0
242490,0
242497,0
242500,0
242533,0
242614,0
242637,0
242644,0
242645,0
242677,0
242700,0
242772,0
242813,0
242884,0
242985,0
243052,0
243067,0
243134,0
243159,0
243161,0
243271,0
243315,0
243328,0
243359,0
243392,0
243424,0
243461,0
243466,0
243493,0
243498,0
243511,0
243557,0
243599,0
243866,0
243919,0
243989,0
244034,0
244040,0
244117,0
244154,0
244209,0
244262,0
244272,0
244395,0
244494,0
244551,0
244581,0
244595,0
244687,0
244702,0
244703,0
244773,0
244867,0
244878,0
244944,0
245321,0
245453,0
245525,0
245559,0
245858,0
246160,0
246239,0
246549,0
246656,0
246816,0
246979,0
247006,0
247029,0
247197,0
247239,0
247360,0
247369,0
247442,0
247472,0
247507,0
247519,0
247640,0
247645,0
247801,0
247845,0
247847,0
248002,0
248021,0
248153,0
248242,0
248246,0
248303,0
248461,0
248509,0
248524,0
248606,0
248774,0
248782,0
248802,0
248809,0
248846,0
248857,0
248866,0
249036,0
249059,0
249066,0
249127,0
249142,0
249201,0
249441,0
249534,0
249548,0
249736,0
249833,0
249903,0
250168,0
250216,0
250275,0
250320,0
250464,0
250530,0
250569,0
250583,0
250726,0
250759,0
250776,0
251037,0
251319,0
251357,0
251373,0
251374,0
251413,0
251439,0
251527,0
251733,0
251933,0
251977,0
252108,0
252316,0
252337,0
252432,0
252460,0
252477,0
252611,0
252683,0
252842,0
252865,0
252933,0
253177,0
253219,0
253238,0
253251,0
253260,0
253363,0
253393,0
253398,0
253423,0
253493,0
253728,0
253768,0
253777,0
253801,0
253830,0
253914,0
254024,0
254053,0
254080,0
254114,0
254196,0
254317,0
254332,0
254356,0
254417,0
254442,0
254473,0
254519,0
254525,0
254604,0
254621,0
254769,0
255013,0
255076,0
255125,0
255134,0
255189,0
255206,0
255296,0
255323,0
255329,0
255470,0
255605,0
255619,0
255659,0
255662,0
255702,0
255794,0
255890,0
255891,0
255900,0
256141,0
256240,0
256311,0
256434,0
256452,0
256461,0
256579,0
256705,0
256762,0
256784,0
256914,0
256954,0
257000,0
257129,0
257253,0
257305,0
257344,0
257532,0
257562,0
257635,0
257649,0
257939,0
257965,0
258125,0
258158,0
258365,0
258385,0
258422,0
258457,0
258471,0
258487,0
258590,0
258742,0
258783,0
258873,0
258988,0
259112,0
259260,0
259265,0
259308,0
259384,0
259424,0
259545,0
259549,0
259617,0
259676,0
259687,0
259848,0
259854,0
259939,0
260050,0
260193,0
260213,0
260303,0
260319,0
260660,0
260814,0
261013,0
261017,0
261025,0
261049,0
261072,0
261094,0
261519,0
261706,0
261780,0
261810,0
261929,0
261938,0
261957,0
262200,0
262256,0
262288,0
262296,0
262403,0
262413,0
262416,0
262429,0
262503,0
262513,0
262540,0
262614,0
