user_id,sku_id
200025,58568
200028,103132
200033,44854
200091,131300
200107,116670
200208,132865
200229,21147
200288,166707
200320,68615
200438,52343
200527,44854
200678,131300
200756,57018
200863,154636
200987,125110
201112,20308
201176,31662
201252,79520
201328,138151
201341,154636
201393,84409
201441,61581
201568,12564
201931,6033
201989,166707
202077,61531
202227,147796
202297,24679
202353,36307
202362,145946
202363,70839
202386,53638
202409,7498
202608,166354
202706,163754
202707,154636
202755,75527
202884,36748
203029,75877
203063,63006
203138,81462
203407,85557
203426,40336
203518,126146
203534,166707
203552,166354
203614,154636
203624,50688
203644,109083
203677,18412
203728,44854
203734,166707
203770,138778
203898,21147
203946,101181
203984,73398
204064,5825
204120,44854
204253,154636
204294,18412
204352,166624
204374,57018
204399,44854
204400,27069
204424,95850
204432,12564
204486,169819
204503,131300
204511,88295
204523,142140
204535,154636
204569,24371
204595,154636
204676,154636
204740,15258
204759,57018
204845,153551
204911,75877
204953,73469
204978,57018
204989,36748
205028,153607
205031,24371
205038,100589
205066,97025
205117,84409
205255,65520
205269,97025
205411,126146
205481,31662
205516,108824
205596,31662
205624,57018
205628,160476
205657,69209
205673,138778
205732,103132
205735,69209
205953,59175
205955,145946
205981,154636
206046,63006
206143,154636
206199,39425
206262,128988
206276,44854
206318,126146
206332,34724
206355,134289
206429,65520
206438,154636
206459,101181
206461,117996
206471,154636
206472,151327
206500,103132
206515,15258
206522,131300
206523,138151
206536,166354
206544,166707
206545,153395
206550,63006
206554,65520
206556,70839
206598,47193
206602,94561
206621,75877
206741,154636
206756,130683
206758,147833
206814,154636
206831,24371
206839,144549
206978,145946
206987,57018
206992,74517
206994,57018
206995,115851
207012,32465
207071,154636
207148,146523
207149,154636
207155,18412
207159,123328
207171,154636
207285,128988
207326,60230
207358,74141
207363,128988
207377,154636
207380,44854
207385,164318
207400,138151
207427,155233
207455,140807
207468,167310
207483,32465
207504,153395
207516,16141
207522,12564
207526,63006
207534,154636
207544,19233
207545,57018
207554,88295
207567,144129
207777,37957
207838,65520
207849,57018
207900,8466
207982,62351
208000,79520
208003,84389
208103,65520
208182,134289
208189,65520
208193,154636
208199,166354
208215,20308
208316,44854
208362,138151
208386,6809
208464,32465
208470,144364
208551,31662
208564,96887
208626,139565
208636,67755
208707,60293
208812,60230
208850,134619
208886,12564
209038,97025
209077,15259
209101,57018
209207,124736
209244,79106
209331,93295
209335,84389
209386,144170
209425,154636
209434,134330
209601,44854
209671,47895
209723,108824
209733,18412
209804,31662
210020,140807
210039,80462
210159,108824
210213,116489
210224,145946
210339,125110
210412,24371
210605,20878
210714,65520
210801,109083
210866,160476
210936,32465
210947,65520
210988,89802
211017,149854
211045,166876
211056,142829
211098,60861
211170,5825
211201,44854
211230,14181
211297,148421
211374,63006
211424,60861
211454,144267
211457,126146
211465,57018
211605,88295
211616,142140
211633,18412
211635,57018
211649,134619
211672,154636
211686,126146
211733,61226
211742,166707
211792,69355
211811,15106
211928,69355
211955,84389
211966,18103
211998,163754
212063,152872
212093,39425
212124,36307
212138,18412
212208,149641
212258,139483
212267,125522
212275,113305
212280,32465
212305,144549
212375,95850
212484,166624
212485,23696
212509,38222
212599,18412
212614,21147
212674,85557
212702,42199
212785,75877
212970,138151
212996,31662
213049,128988
213238,84389
213292,112332
213298,18412
213314,116489
213322,142477
213430,65520
213446,52343
213476,123578
213594,154636
213709,142140
213740,109083
213743,6486
213746,128988
213759,69209
213897,79520
213936,5825
214011,65520
214052,12564
214053,154636
214064,116489
