user_id,sku_id
200054,149854
200213,5505
200242,31662
200275,128462
200674,136244
200913,31493
200938,92909
201081,153395
201092,84389
201200,63006
201245,113319
201346,65520
201393,24371
201398,124997
201441,61581
201477,31662
201568,12564
201971,0
201978,0
202155,5505
202183,126146
202238,0
202295,65520
202338,89802
202362,145946
202409,7498
202595,63006
202597,3067
202619,18412
202640,37957
202657,12564
202755,75527
202924,164211
202960,63006
202984,20308
203014,0
203117,147796
203138,81462
203221,149641
203395,21147
203441,14163
203510,57018
203534,166707
203624,62351
203713,147796
203751,40336
203946,101181
203984,0
203988,145895
204160,0
204197,84389
204253,154636
204283,61226
204290,154636
204352,166624
204424,68767
204503,131300
204535,154636
204807,63006
204845,60861
204861,12564
204911,75877
204989,36748
205081,166876
205255,0
205313,84389
205320,80030
205399,103652
205473,31662
205732,103132
205852,57161
206046,63006
206140,91393
206190,115988
206208,62476
206286,149641
206306,0
206344,0
206472,0
206509,61226
206514,57018
206602,94561
206696,84389
206731,76270
206756,130683
206758,147833
206791,12564
206860,63006
206873,59175
206935,47895
207003,0
207012,32465
207035,58984
207075,0
207091,0
207148,37957
207159,63006
207326,60230
207329,20308
207371,141965
207455,140807
207483,32465
207504,153395
207511,86942
207522,12564
207544,19233
207554,88295
207565,136670
207619,76924
207664,0
207838,44854
207889,0
207982,62351
208000,79520
208003,84389
208029,129843
208048,149854
208067,63006
208193,154636
208240,63006
208246,167310
208287,13785
208289,99318
208302,75877
208316,44854
208362,138151
208386,160476
208443,52343
208464,32465
208577,37957
208581,18412
208673,154636
208682,94405
208746,153698
208848,31662
208849,60230
208886,127735
208922,0
209038,97025
209066,63006
209071,0
209074,5505
209107,154012
209316,166707
209413,132417
209434,134330
209440,124997
209445,57018
209488,0
209526,20308
209654,20308
209734,0
209781,0
209784,0
209881,52343
209995,0
210020,140807
210030,13334
210109,57018
210113,47193
210121,113452
210128,0
210190,132782
210196,0
210274,0
210339,125110
210541,149641
210604,0
210639,112274
210664,18412
210689,0
210714,65520
210768,0
210770,20932
210801,133477
210857,167983
210904,52343
210984,69209
210996,62863
210998,125756
211034,73427
211044,109728
211108,37995
211122,39674
211170,5825
211264,14433
211285,109726
211454,144267
211482,57161
211500,135409
211519,152179
211586,39065
211594,21457
211649,134619
211698,78881
211721,0
211730,63006
211778,155707
211875,62863
211897,32465
211922,34517
211951,109083
212001,16839
212051,0
212062,133029
212063,66331
212090,36748
212100,12564
212140,39425
212169,65520
212190,79520
212285,0
212293,134084
212337,158569
212375,95850
212409,0
212414,0
212423,74609
212457,58246
212589,0
212599,18412
212617,0
212674,85557
212702,154636
212746,76270
212759,113305
212766,36171
212793,0
212795,0
212805,0
212830,32465
212859,126906
212886,63006
212894,47895
212906,62351
212955,125730
212996,31662
213005,14163
213031,0
213032,63006
213078,24371
213158,62476
213219,57018
213227,154636
213298,18412
213335,44854
213380,44854
213405,0
213426,131300
213518,75877
213581,0
213594,154636
213602,9702
213663,63006
213670,0
213708,0
213722,0
213743,6486
213819,0
213903,285
213936,5825
214011,65520
214095,61226
214126,138778
214240,15259
214249,12564
214289,40336
214316,149838
214317,156064
214329,134084
214331,161594
214369,0
