user_id,sku_id
200107,116670
200229,21147
200288,166707
200320,68615
200438,52343
200674,136244
200678,131300
200756,57018
200987,125110
201112,152478
201126,56792
201176,31662
201271,37957
201328,138151
201341,154636
201393,84409
201409,103652
201441,61581
201526,89802
201568,12564
202297,24679
202353,36307
202362,145946
202386,53638
202608,166354
203029,75877
203063,63006
203138,81462
203426,40336
203534,166707
203552,166354
203624,62351
203644,109083
203677,18412
203946,101181
203984,73398
204253,154636
204294,18412
204374,57018
204399,44854
204432,12564
204486,169819
204503,131300
204535,154636
204676,154636
204740,15258
204845,153551
204911,75877
204953,73469
204978,57018
204989,36748
205027,154636
205031,24371
205066,97025
205117,84409
205255,21147
205411,126146
205596,31662
205732,103132
205953,59175
205981,154636
206046,63006
206286,149641
206318,31662
206429,65520
206472,151327
206515,15258
206536,166354
206554,65520
206556,70839
206586,103652
206598,47193
206602,134619
206730,36371
206756,130683
206873,40336
206978,145946
206987,57018
206994,57018
206995,115851
207071,154636
207148,146523
207149,154636
207155,18412
207171,154636
207189,152478
207243,132417
207249,158152
207285,128988
207307,124997
207312,115851
207329,20308
207358,128988
207363,128988
207377,154636
207380,44854
207393,118167
207400,138151
207427,155233
207455,140807
207458,38222
207483,32465
207494,152478
207504,153395
207522,12564
207526,63006
207534,154636
207544,19233
207545,57018
207554,88295
207567,144129
207838,65520
207900,8466
207982,62351
208000,79520
208003,84389
208156,109093
208199,166354
208215,20308
208316,44854
208362,138151
208386,160476
208464,32465
208537,65520
208542,64177
208549,92524
208551,31662
208707,60293
208812,60230
208814,154636
208848,31662
208850,134619
208886,12564
209038,97025
209052,30808
209062,138151
209077,15259
209101,57018
209244,79106
209331,93295
209335,84389
209386,144170
209425,154636
209474,76270
209509,152478
209522,154636
209558,154636
209616,103014
209686,160537
209723,108824
209804,31662
210020,140807
210222,57018
210224,145946
210339,125110
210373,57018
210495,55715
210714,15106
210801,133477
210866,160476
210942,63006
210947,65520
211017,149854
211170,5825
211230,14181
211297,48895
211421,154636
211424,60861
211454,144267
211616,142140
211635,57018
211649,134619
211672,154636
211686,126146
211733,61226
211928,69355
211961,70352
211966,18103
212063,152872
212124,36307
212208,149641
212215,14433
212305,144549
212323,57018
212484,166624
212485,23696
212509,38222
212599,18412
212672,20308
212702,154636
212785,75877
212870,154636
212970,138151
212996,31662
213238,84389
213292,112332
213298,18412
213308,154636
213310,52343
213314,116489
213430,65520
213446,52343
213594,154636
213740,109083
213743,6486
213746,128988
213759,69209
213980,97025
214010,57018
214011,15661
214064,116489
214095,61226
214240,15259
214249,12564
214275,32056
214341,32465
214537,115495
214666,64177
214681,152478
214723,154636
214734,167560
214782,94556
214839,68767
214854,79520
214892,108824
214978,31662
215092,69209
215256,11640
215305,128988
215349,15661
215400,154636
215421,57018
215461,64177
215476,32465
215512,78694
215561,43062
215602,37254
215749,31662
215837,108824
215926,149641
215964,59175
215993,47193
216045,107012
216053,56792
216163,61226
216210,151327
216235,72073
216273,84389
216280,131777
216379,142140
216448,57018
216561,75877
216597,44854
216796,5825
216937,154636
217062,84389
217068,57018
217133,149641
217174,153551
217190,75877
217231,79520
217540,134619
217543,65520
217559,50688
217763,59175
217771,40336
217804,69355
217924,154636
218019,131300
218118,63006
218178,32465
218180,52343
218204,63006
218321,31662
218404,32465
218442,65520
218484,57018
218675,5825
218857,126146
218872,91393
218887,154636
219205,80462
219354,166707
219378,5825
219473,68615
219567,31662
219689,40336
219752,134619
219754,63006
219770,127735
219814,78694
220201,70352
220303,15661
220385,107012
220491,109728
220509,126906
220687,103652
220724,126146
220725,109728
220811,101181
220890,15661
220894,59175
220937,23696
220960,75836
220996,154636
221200,46990
221414,164252
221474,21147
221488,63006
221506,31662
221623,166707
221629,47193
221670,161870
221716,21147
221764,88295
221885,57018
221981,134619
222091,59820
222209,75527
222258,116489
222308,154636
222452,47193
222462,103132
222536,149854
222548,68767
222559,75836
222618,44854
222630,79520
222683,114640
222751,68767
222784,15259
222806,161594
222881,63006
223053,70352
223066,117452
223124,138151
223146,152478
223194,61531
223207,65520
223241,36307
223264,24371
223270,147796
223296,32465
223320,43062
223340,154636
223354,152478
223359,40336
223375,93180
223402,131300
223486,36371
223633,37638
223637,154636
223650,154636
223683,160476
223692,162498
223785,154636
223930,57161
224031,59175
224113,154636
224173,44854
224330,31662
224399,38222
224405,154636
224479,134619
224555,63006
224624,31662
224717,148001
224799,31662
224877,32465
224879,154636
224955,63006
224965,70839
