user_id,sku_id
200674,136244
200913,31493
200938,92909
201081,153395
201200,63006
201245,113319
201393,24371
201398,124997
201441,61581
201464,103132
201477,31662
201971,0
201978,0
202155,5505
202183,126146
202238,0
202338,89802
202409,7498
202597,3067
202619,18412
202657,12564
202755,75527
202924,164211
202960,63006
202984,20308
203014,0
203117,147796
203123,0
203221,149641
203395,21147
203441,14163
203510,57018
203534,166707
203624,62351
203713,147796
203751,40336
203984,0
204132,37957
204160,0
204253,154636
204283,61226
204352,166624
204535,154636
204643,0
204807,63006
204845,60861
204861,12564
204911,75877
204989,36748
205255,0
205308,12564
205313,84389
205320,80030
205399,103652
205473,31662
205732,103132
205845,149641
205852,57161
206046,63006
206140,91393
206208,62476
206306,0
206344,0
206472,0
206513,57018
206609,156778
206756,130683
206758,147833
206860,63006
206873,59175
206935,47895
206937,124997
207012,32465
207148,37957
207326,60230
207371,141965
207483,32465
207504,153395
207511,86942
207554,88295
207619,76924
207889,0
207982,62351
208003,84389
208029,129843
208048,149854
208067,63006
208182,134289
208246,167310
208302,75877
208316,44854
208362,138151
208386,160476
208443,52343
208577,37957
208673,154636
208848,31662
208886,127735
208922,0
209018,36171
209038,97025
209066,63006
209071,0
209074,5505
209107,154012
209316,166707
209413,132417
209440,124997
209445,57018
209474,76270
209488,0
209526,20308
209734,0
209784,0
209881,52343
209995,0
210030,13334
210113,47193
210128,0
210190,132782
210196,0
210339,125110
210541,149641
210604,0
210639,112274
210664,18412
210689,0
210714,65520
210768,0
210770,20932
210801,133477
210904,52343
210984,69209
210996,62863
211034,73427
211108,37995
211122,39674
211264,14433
211450,84409
211454,144267
211482,57161
211519,152179
211586,39065
211594,21457
211649,134619
211706,52343
211730,63006
211875,62863
211897,32465
211951,109083
212001,16839
212051,0
212063,66331
212090,36748
212100,12564
212140,39425
212169,65520
212190,79520
212293,134084
212414,0
212457,58246
212554,144589
212589,0
212599,18412
212617,0
212702,154636
212746,76270
212759,113305
212766,36171
212795,0
212805,0
212830,32465
212859,126906
212886,63006
212894,47895
212906,62351
212955,125730
212996,31662
213005,14163
213031,0
213032,63006
213078,24371
213158,62476
213219,57018
213227,154636
213298,18412
213380,44854
213405,0
213426,131300
213518,75877
213581,0
213602,9702
213670,0
213708,0
213722,0
213743,6486
214011,65520
214095,61226
214240,15259
214249,12564
214289,40336
214316,149838
214317,156064
214329,134084
214331,161594
214390,51477
214411,44854
214426,0
214455,0
214468,0
214488,10089
214512,63006
214633,73842
214718,70839
214727,21147
214782,94556
214787,0
214818,124997
214839,68767
214898,79636
214949,93169
214974,32465
214991,0
215034,67755
215147,109093
215174,31662
215215,112513
215414,0
215517,36171
215544,0
215703,63006
215804,84409
215837,108824
215858,57018
215926,149641
215929,78694
215951,165516
216045,107012
216079,18189
216162,36371
216216,97025
216229,18412
216256,37995
216305,5825
216366,155707
216373,154636
216395,9448
216399,14577
216478,21147
216551,147796
216662,63006
216687,75539
216728,15661
216903,91393
217089,73469
217133,149641
217142,0
217163,24679
217231,79520
217236,44854
217277,135187
217336,88295
217349,0
217363,0
217411,21147
217532,119979
217540,94561
217543,65520
217630,154636
217662,0
217691,0
217709,112513
217731,0
217800,57018
217924,154636
217930,32465
218068,89555
218100,28295
218118,63006
218130,24371
218213,94405
218302,32465
218351,0
218396,0
218418,57018
218536,60861
218579,109912
218629,28000
218666,57018
218682,0
218737,120189
218771,147796
218777,0
218872,91393
219042,5825
219090,151327
219125,31662
219161,0
219205,37995
219254,101181
219274,113305
219299,22499
219310,88295
219354,166707
219494,0
219543,61531
219559,52343
219603,79636
219655,83048
219669,52343
219754,63006
219856,107711
219893,0
219973,24371
220081,169819
220145,23696
220208,32465
220385,107012
220393,126146
220509,126906
220732,0
220866,18103
220960,126394
221004,147796
221039,32465
221055,126146
221058,126146
221103,63006
221113,57018
221157,85557
221195,154636
221341,65520
221346,63006
221446,152872
221455,128747
221490,145946
221591,22438
221618,31662
221814,44854
221840,0
221875,154636
222037,13843
222095,97025
222132,106714
222193,112274
222214,44854
222218,12564
222261,42199
222306,21147
222310,80030
222345,63006
222404,31493
222415,75877
222453,68767
222488,154636
222593,32465
222611,0
222618,65520
222622,17069
222683,114640
222720,0
222806,161594
222907,110974
222947,57018
223022,0
223061,154636
223124,138151
223146,0
223152,147796
223174,0
223264,24371
223270,147796
223296,32465
223320,43062
223350,0
223359,40336
223383,38639
223409,84389
223440,44854
223457,156064
223486,36371
223578,28295
223617,151992
223629,154636
223666,79636
223874,69355
223887,2340
223925,6533
224024,0
224160,0
224173,44854
224181,0
224199,0
224219,79636
224285,131300
224334,36307
224387,69230
224391,18412
224436,32465
224485,0
224524,57018
224621,126146
224652,156064
224717,148001
224733,63006
224827,63006
224879,154636
224966,73398
224969,0
225001,109726
225035,0
225041,63006
225088,154636
225133,132257
225141,119979
225174,63006
225249,111741
225297,44854
225312,11640
225353,136670
225378,0
225461,12564
225471,37957
225526,164609
225971,117231
226131,20308
226202,12564
226216,47193
226222,17143
226359,63006
226388,152872
226448,72771
226450,62863
226458,79520
226559,123162
226589,88295
226691,36307
226699,116489
226748,0
226784,0
226891,57018
226950,0
226956,63006
226966,57018
227034,109728
227171,152478
227228,154636
227259,0
227269,97536
227281,103652
227388,154636
227393,65520
227441,133029
227600,167983
227630,101181
227675,74141
227683,49126
227827,14433
227840,55092
227848,154636
227921,79636
227992,57018
228123,22030
228142,52343
228155,38222
228187,0
228275,21457
228342,0
228367,31662
228374,0
228410,1101
228417,63006
228567,63006
228571,0
228783,47193
228832,138151
228933,31662
228965,78694
229011,6533
229046,12564
229052,79520
229065,0
229073,0
229115,5505
229140,160209
229144,63006
229203,21147
229228,73398
229250,154636
229272,24371
229364,65520
229431,161193
229520,0
229573,0
229627,77571
229662,18412
229793,97246
229839,31662
229859,164609
229860,0
229883,147796
229906,63006
229955,79520
230012,77571
230141,145946
230193,38459
230277,0
230308,128977
230331,97097
230405,31662
230408,32465
230436,32465
230471,57161
230552,161870
230562,154636
230571,72855
230578,166354
230780,152179
230818,57018
230824,12564
230840,149641
230892,32465
230979,103132
230996,57018
231000,44854
231109,57018
231154,12564
231187,77447
231217,59175
231237,7746
231490,164544
231516,156064
231532,0
231610,126535
231702,18412
231728,138493
231740,154636
231751,40336
231773,16839
231776,154636
231780,134619
231788,63006
231913,149641
231996,97025
232123,32465
232188,147796
232197,144129
232381,124997
232438,21147
232461,94405
232476,164609
232495,50174
232507,0
232565,0
232608,144170
232770,47193
232780,65520
232830,0
232857,126146
232891,0
233029,0
233050,0
233057,21457
233066,0
233101,63006
233261,0
233377,109728
233409,102098
233565,43449
233705,143717
233798,70839
233823,42199
233845,61531
233946,138778
233996,63006
234085,37957
234160,156064
234273,14433
234315,88975
234317,78694
234354,77571
234366,57018
234380,57297
234402,122664
234450,52343
234478,57018
234519,74517
234590,10325
234708,63006
234884,21147
234906,161792
234984,62872
235151,161181
235162,156064
235182,0
235194,29512
235242,119979
235255,116881
235270,12564
235280,0
235362,32465
235480,21147
235522,20308
235611,0
235639,52343
235779,73265
235793,0
235796,36685
235812,72855
235825,63006
235948,0
235971,73398
236000,0
236052,40336
236084,94795
236085,154636
236097,5825
236168,161594
236198,36307
236306,128988
236325,0
236360,78694
236384,0
236469,134084
236489,80030
236505,117996
236543,154636
236578,40336
236587,144267
236592,57161
236598,21147
236602,142667
236604,47895
236608,0
236636,53857
236693,63006
236742,24371
236792,32465
236870,15661
236899,14163
236931,0
237009,167983
237036,65520
237071,0
237077,160476
237089,24371
237095,112555
237114,15259
237197,154636
237214,73398
237365,12564
237431,169819
237456,138151
237516,67755
237610,84389
237640,22499
237694,5825
237780,47895
237821,12564
237845,0
237895,21147
237897,89802
237968,0
238004,56792
238025,142140
238041,95890
238125,77571
238153,107012
238177,154636
238279,148421
238287,138151
238353,154636
238367,56312
238409,164609
238474,0
238526,61226
238543,32465
238563,69355
238606,14163
238642,166707
238699,3252
238717,94561
238745,169819
238888,164252
238898,166354
239003,44854
239066,156064
239068,0
239097,152179
239113,81708
239119,151327
239120,12564
239163,49126
239202,49367
239236,151327
239323,160476
239328,115215
239468,31662
239507,144170
239511,36307
239565,154636
239600,32465
239601,164252
239613,103234
239685,0
239708,155707
239735,44854
239805,60861
239842,57018
239866,84389
239892,81462
239912,127735
239934,126335
240054,127367
240117,154636
240178,63006
240232,32465
240270,161594
240340,40561
240356,59175
240484,52343
240508,147796
240597,20308
240605,5825
240785,37957
240844,112332
240871,60230
240948,5825
240970,147901
241003,154636
241011,149641
241034,32465
241053,0
241060,101181
241111,37957
241165,62476
241167,0
241185,152478
241447,151760
241559,0
241580,28250
241588,5825
241591,15661
241649,57018
241759,44854
241765,128988
241767,0
241801,81462
241830,0
241928,12564
241985,84409
242121,154636
242317,57161
242369,0
242392,140807
242426,97948
242497,44854
242500,147796
242533,63006
242541,0
242614,74517
242637,57018
242645,126478
242690,80030
242700,14163
242720,75539
242772,0
242813,64974
242867,0
242890,73469
243029,125756
243052,84389
243159,155017
243175,154636
243271,0
243328,52343
243359,31662
243392,24371
243424,61531
243461,154636
243466,31662
243493,84389
243498,122934
243511,0
243526,0
243557,57018
243585,149854
243606,42199
243643,88295
243734,54709
243866,36685
243919,0
243989,37995
244001,43062
244006,61531
244041,64467
244117,101181
244154,32465
244209,31662
244262,15661
244272,20308
244278,47193
244494,77221
244551,41436
244552,36307
244588,154636
