user_id,sku_id
200107,116670
200208,132865
200229,21147
200288,166707
200438,52343
200756,57018
201341,154636
201441,61581
201568,12564
201931,6033
201989,166707
202532,160476
202755,75527
203063,63006
203138,81462
203426,40336
203534,166707
203624,50688
203644,109083
203677,18412
203946,101181
204253,154636
204294,18412
204374,57018
204399,44854
204432,12564
204503,131300
204535,154636
204953,73469
204978,57018
205066,97025
205117,84409
205255,138151
205411,126146
205596,31662
205732,103132
206046,63006
206276,44854
206318,126146
206429,65520
206472,20308
206536,166354
206550,63006
206554,65520
206758,147833
206873,40336
206978,145946
206992,74517
206994,57018
206995,115851
207012,32465
207148,37957
207155,18412
207285,128988
207363,128988
207377,31662
207385,164318
207400,138151
207455,140807
207483,32465
207504,153395
207522,12564
207526,63006
207534,154636
207544,19233
207545,57018
207554,88295
207838,65520
207982,62351
208000,79520
208003,84389
208199,166354
208215,20308
208316,44854
208362,138151
208464,32465
208551,31662
208707,60293
208886,12564
209038,97025
209052,30808
209077,15259
209101,57018
209207,124736
209331,93295
209335,52343
209386,144170
209434,134330
209723,108824
209733,18412
209804,31662
210020,140807
210039,80462
210339,125110
210714,65520
210801,109083
210866,160476
210936,32465
210947,65520
211017,149854
211098,60861
211297,148421
211374,63006
211454,144267
211616,142140
211633,18412
211672,154636
211686,126146
211733,61226
211928,69355
212215,14433
212258,139483
212280,32465
212305,144549
212484,166624
212485,23696
212599,18412
212785,75877
212970,138151
212996,31662
213049,128988
213238,84389
213298,18412
213314,116489
213430,65520
213446,52343
213476,123578
213594,154636
213709,142140
213743,6486
213746,128988
213759,69209
213931,166707
214011,65520
214064,116489
214095,61226
214161,103132
214249,12564
214509,127425
214537,115495
214683,25409
214723,154636
214734,167560
214782,94556
214839,68767
214854,79520
214900,154636
215092,69209
215349,15661
215400,154636
215404,98008
215512,78694
215517,36171
215525,48895
215749,31662
215964,59175
215993,47193
216045,107012
216163,61226
216235,72073
216273,84389
216280,131777
216389,169819
216448,57018
216561,75877
216597,44854
216687,75539
216697,42199
216796,63006
216931,138151
217062,84389
217133,149641
217190,75877
217231,79520
217540,134619
217543,65520
217717,5505
217763,59175
217771,40336
217804,69355
217870,32465
217924,154636
218019,131300
218118,63006
218178,32465
218204,63006
218264,106714
218321,65520
218442,65520
218484,57018
218550,62863
218872,91393
219090,151327
219459,21147
219473,68615
219674,123773
219752,134619
219754,63006
219770,127735
219814,78694
220303,15661
220724,69209
220894,59175
221157,85557
221219,21147
221414,164252
221474,21147
221488,63006
221716,21147
221764,88295
221847,65520
222176,120189
222209,75527
222371,103014
222536,149854
222559,75836
222618,44854
222630,79520
222664,142140
222683,114640
222784,57018
222881,63006
223012,142196
223066,117452
223124,138151
223207,65520
223340,154636
223359,40336
223486,36371
223863,138151
223884,105052
223930,57161
224173,44854
224386,5940
224853,63006
224877,32465
224879,154636
224955,63006
225041,63006
225249,111741
225297,44854
225363,24065
225482,69209
225714,17470
225971,84389
226202,12564
226385,63006
226388,43062
226448,72771
226537,126146
226589,88295
226704,37254
226806,44854
226891,57018
226899,119111
226918,65520
227393,65520
227397,12564
227610,44854
227690,63006
227694,84389
228100,126146
228155,38222
228426,8515
228550,17470
228689,10321
228715,5825
228829,31662
228841,84688
228905,32465
228933,31662
229011,6533
229060,128747
229150,20308
229217,127735
229250,154636
229258,60230
229272,24371
229475,32465
229570,168651
229906,12564
229952,60230
230013,15259
230114,18412
230367,57018
230484,138151
230623,154636
230657,32465
230694,57018
230879,75877
230893,20308
230989,44854
230996,130563
231059,152478
231105,24371
231237,7746
231288,138151
231292,154636
231466,32465
231636,106714
231770,75527
231774,63006
231803,164544
231980,36307
232254,60230
232342,149295
232519,59175
232565,40336
232605,79405
232942,161870
232984,31662
233129,154636
233193,44854
233301,103234
233485,61226
233582,68615
233705,143717
233713,65520
234039,11640
234040,88295
234051,31662
234066,154636
234170,44854
234388,32465
234851,76959
235044,75128
235172,154636
235243,12564
235319,65520
235343,21147
235350,126146
235510,47193
235566,144762
235732,116489
235733,136244
235904,81495
236128,63006
236415,32465
236489,80030
236578,40336
236587,144267
237082,160476
237120,101181
237484,65520
237490,125756
237528,17470
237590,79520
237607,125756
237890,37995
238024,103652
238056,63006
238080,57161
238177,154636
238228,123578
238368,84389
238416,57018
238515,138151
238606,14163
238612,84389
238642,166707
238898,166354
238951,127735
239113,81708
239350,78694
239528,12564
239601,164252
239644,153551
239774,37957
240079,14433
240545,70839
240597,20308
240760,281
240820,31662
240871,60230
240900,125756
240977,65520
241024,75877
241110,57018
241384,152179
241435,40336
241517,63006
241588,5825
241730,66291
242034,12564
242142,6809
242178,166707
242199,12564
242259,31662
242319,154636
242506,151327
242512,116489
242788,37957
242913,18412
242940,154636
243161,36307
243315,61531
243493,79636
243539,44854
243573,32465
243733,52343
243828,14433
243940,18412
243964,154636
243976,75527
244109,59820
244231,79520
244524,20308
244552,36307
244641,152179
245036,31662
245306,166354
245436,70839
245447,154636
245825,52343
245868,44854
246036,166876
246160,40943
246378,145946
246723,169819
246823,42199
246825,57161
246885,121342
247093,31662
247346,116489
247519,154636
247561,63006
247690,24679
248010,65520
248019,44854
248274,12564
248297,138151
248314,152478
248383,52343
248451,74517
248484,126146
248500,70839
248581,69355
248604,154636
248914,68767
248935,131300
249059,169819
249172,126146
249374,154636
249727,111225
250035,31662
250216,52343
250261,18412
250386,20308
250464,62863
250469,57018
250609,31662
250695,81708
250726,70839
250756,154636
250773,117996
251348,154636
251469,63006
251490,142140
251689,24679
251733,154636
251965,166876
252108,57161
252221,115863
252337,31662
252343,44854
252351,142140
252384,12564
252656,21147
252890,81462
253055,154636
253197,154636
253226,154636
253260,57018
253352,119979
253387,111404
253409,57018
253641,65520
253656,149854
253732,48895
253830,5825
254039,126146
254296,18412
254398,154636
254454,31662
254473,31662
254525,52343
254584,138778
254772,44854
254797,149641
255068,154636
255296,24371
255575,125756
255619,32465
255741,142477
255762,37638
255840,31662
256140,161265
256407,154636
256534,116489
256705,154636
256826,154636
256999,166354
257040,79520
257118,126146
257628,5825
257811,20308
257889,74517
258174,73469
258197,36685
258198,79636
258401,70352
258474,103887
258521,57018
258724,65520
258899,15258
258912,142140
258928,166624
258939,154636
259053,138434
259155,57018
259161,149641
259266,138151
259529,97025
259617,63006
259772,12564
260076,63006
260193,47895
260274,44854
260329,65520
260463,63006
260521,57018
260653,154636
260702,57018
260717,153698
260954,12564
261002,138151
261460,65520
261595,132782
261620,154636
262062,144129
262208,154636
262225,103132
262311,151940
262345,65520
262485,15106
262600,126146
262697,69209
262873,106759
262884,154636
262978,44854
263036,31662
263093,94561
263122,154636
263262,47107
263347,65520
263357,79520
263366,59175
263442,57018
263609,103132
263611,18412
263684,152872
263709,69209
263731,31662
263805,153551
263884,164544
263910,12564
263951,117452
264076,42199
264152,108824
264197,65520
264383,79520
264430,21147
264631,57018
264647,18412
264660,65520
264793,63006
264872,32465
265005,31662
265265,31662
265532,131300
265646,21147
265666,31662
265802,61531
