user_id,sku_id
200091,131300
200107,116670
200208,132865
200229,21147
200288,166707
200307,138151
200438,52343
200527,44854
200674,136244
200678,131300
200756,57018
201123,84389
201176,31662
201252,79520
201328,138151
201341,154636
201441,61581
201568,12564
201931,6033
201989,166707
201995,65520
202532,160476
202755,75527
203029,75877
203063,63006
203138,81462
203426,40336
203534,166707
203552,166354
203624,50688
203644,109083
203677,18412
203728,44854
203734,166707
203946,101181
204253,154636
204294,18412
204352,166624
204374,57018
204399,44854
204432,12564
204503,131300
204511,88295
204523,142140
204535,154636
204676,154636
204953,73469
204978,57018
205028,153607
205038,100589
205066,97025
205117,84409
205255,138151
205411,126146
205481,31662
205596,31662
205732,103132
205981,154636
206046,63006
206276,44854
206318,126146
206429,65520
206472,20308
206475,44854
206509,61226
206536,166354
206544,166707
206545,153395
206550,63006
206554,65520
206598,47193
206758,147833
206873,40336
206978,145946
206992,74517
206994,57018
206995,115851
207012,32465
207021,44854
207052,154636
207148,37957
207155,18412
207171,154636
207274,69355
207276,32465
207285,128988
207358,74141
207363,128988
207377,31662
207385,164318
207400,138151
207424,73398
207455,140807
207483,32465
207504,153395
207522,12564
207526,63006
207534,154636
207544,19233
207545,57018
207554,88295
207838,65520
207849,57018
207900,8466
207982,62351
208000,79520
208003,84389
208012,142380
208199,166354
208215,20308
208316,44854
208362,138151
208464,32465
208537,65520
208551,31662
208707,60293
208812,60230
208814,154636
208850,134619
208886,12564
209038,97025
209052,30808
209077,15259
209101,57018
209207,124736
209244,79106
209331,93295
209335,52343
209386,144170
209425,154636
209434,134330
209601,44854
209723,108824
209733,18412
209804,31662
210020,140807
210039,80462
210339,125110
210714,65520
210801,109083
210866,160476
210936,32465
210947,65520
211017,149854
211045,166876
211098,60861
211108,37995
211122,39674
211230,14181
211297,148421
211374,63006
211420,52343
211454,144267
211457,126146
211492,5505
211616,142140
211633,18412
211635,57018
211672,154636
211686,126146
211733,61226
211811,15106
211928,69355
211966,18103
212062,133029
212124,36307
212138,18412
212215,14433
212258,139483
212280,32465
212305,144549
212473,15259
212484,166624
212485,23696
212599,18412
212785,75877
212870,154636
212970,138151
212996,31662
213049,128988
213213,64794
213238,84389
213298,18412
213314,116489
213430,65520
213446,52343
213476,123578
213594,154636
213709,142140
213743,6486
213746,128988
213759,69209
213859,65520
213931,166707
213980,5825
214010,57018
214011,65520
214052,12564
214053,154636
214064,116489
214095,61226
214126,125756
214161,103132
214249,12564
214275,32056
